"","TAXON","GENUS","SPECIES","RANK","INFRASPECIFC","PRIMARY_ASSOCIATED_CROP_COMMON_NAME","SECONDARY_ASSOCIATED_CROP_COMMON_NAME","FINEST_TAXON_RESOLUTION","CWR","WUS","WUS_NOTES","NATIVE","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1","PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2","SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2","PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3","SECONDARY_CROP_OR_WUS_USE_1","CATEGORY","TIER","GENEPOOL","GRAFTSTOCK","ABIOTIC_TRAIT_2","ABIOTIC_TRAIT_3","BIOTIC_TRAIT_1","BIOTIC_TRAIT_2","FERTILITY_TRAIT","AGRONOMIC_TRAIT_1","AGRONOMIC_TRAIT_2","AGRONOMIC_TRAIT_3","PHENOLOGICAL_TRAIT","SOURCE_OF_TAXON","GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE","WUS_SOURCE","TaxonName","AccYear","ItemLocationName","IUCNRedList","IUCNRedListCode","LifeForm","NationalRedListCode","NationalRedList","RegionalRedList","RegionalRedListCode","Locality","MaterialType","AltitudeFrom","AltitudeTo","CoordLatDD","CoordLongDD","CountryName","ItemAccNoRef","ContactNameFull","TaxonNameFull","ItemAccNoFull","Cultivar","AccNoCons","CollNo","DetType","ProvenanceCode","ItemNo","AtrA_Variant","Collector","ItemConsNo","ItemStatusDate","ItemStatusCode","ItemType","AccNoFull","CollName","AccNo","CollNo.1","CollCode","Genus","ItemLocationRef","ItemSpecCount","SpecCount","Genus.1","Species_only","Variant","Subspecies","Rank","Infraspecific","Species"
"285","Camassia leichtlinii subsp. suksdorfii","Camassia","Camassia leichtlinii","subsp.","suksdorfii","Camas",NA,"Y","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia leichtlinii subsp. suksdorfii",2011,"Between Reception Centre and roundabout","","","Bulb, Corm, or Tuber","","","Yellow-listed British Columbia","YW","","bulb",NA,NA,NA,NA,"","","Alverson, Ed","Camassia leichtlinii (Baker) S.Watson subsp. suksdorfii (Greenm.) Gould","2011-0848.01","","41127/0-5744-2011","","","G",1,"","",NA,"2011-10-26","P","Planting","2011-0848","UBC Botanical Garden",848,"","UBC","Camassia","","30","30","Camassia","leichtlinii","","suksdorfii","subsp.","suksdorfii","Camassia leichtlinii"
"286","Camassia leichtlinii subsp. suksdorfii","Camassia","Camassia leichtlinii","subsp.","suksdorfii","Camas",NA,"Y","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia leichtlinii subsp. suksdorfii",2007,"Extensive northwestern bed and lawn","","","Bulb, Corm, or Tuber","","","Yellow-listed British Columbia","YW","Mandarte Island; Ker Island","bulb",NA,NA,NA,NA,"Canada","","Assoc. Prof. Forestry, UBC, FRBC Chair, Conservation","Camassia leichtlinii (Baker) S.Watson subsp. suksdorfii (Greenm.) Gould","2007-0463.01","","38825/0-5662-2007","","","W",1,"","",NA,"2008-01-14","P","Planting","2007-0463","UBC Botanical Garden",463,"","UBC","Camassia","","21","21","Camassia","leichtlinii","","suksdorfii","subsp.","suksdorfii","Camassia leichtlinii"
"287","Camassia leichtlinii subsp. suksdorfii","Camassia","Camassia leichtlinii","subsp.","suksdorfii","Camas",NA,"Y","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia leichtlinii subsp. suksdorfii",2011,"Pacific Slope Woodland","","","Bulb, Corm, or Tuber","","","Yellow-listed British Columbia","YW","no specific location listed","bulb",NA,NA,NA,NA,"United States of America","","Alverson, Ed","Camassia leichtlinii (Baker) S.Watson subsp. suksdorfii (Greenm.) Gould","2011-0819.01","","41098/0-5744-2011","","","W",1,"","",NA,"2011-10-26","P","Planting","2011-0819","UBC Botanical Garden",819,"","UBC","Camassia","","1","1","Camassia","leichtlinii","","suksdorfii","subsp.","suksdorfii","Camassia leichtlinii"
"288","Camassia quamash","Camassia","Camassia quamash",NA,NA,"Camas",NA,"N","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia quamash",2011,"Island in driveway immediately off SW Marine Dr","","","Bulb, Corm, or Tuber","","","","","","seedling",NA,NA,NA,NA,"","2011-0065.01","UBC Botanical Garden - Nonpropagation","Camassia quamash (Pursh) Greene","2011-0065.02","","40350/0-5487-2011","","","Z",2,"","",NA,"2016-03-10","M","Planting","2011-0065","UBC Botanical Garden",65,"","UBC","Camassia","","15","20","Camassia","quamash","","","","","Camassia quamash"
"289","Camassia quamash","Camassia","Camassia quamash",NA,NA,"Camas",NA,"N","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia quamash",2011,"Bed 2 North America (Alpine Garden)","","","Bulb, Corm, or Tuber","","","","","","seedling",NA,NA,NA,NA,"","","UBC Botanical Garden - Nonpropagation","Camassia quamash (Pursh) Greene","2011-0065.01","","40350/0-5487-2011","","","Z",1,"","",NA,"2020-04-30","O","Planting","2011-0065","UBC Botanical Garden",65,"","UBC","Camassia","Section 2","3","20","Camassia","quamash","","","","","Camassia quamash"
"290","Camassia quamash subsp. quamash","Camassia","Camassia quamash","subsp.","quamash","Camas",NA,"Y","N","Y","bulbs","Y","Food","",NA,"Vegetables","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Camassia quamash subsp. quamash",2011,"Bed 1 North America (Alpine Garden)","","","Bulb, Corm, or Tuber","","","Yellow-listed British Columbia","YW","Spokane Co., Turnbull National Wildlife Refuge","seed",NA,NA,NA,NA,"United States of America","","Clearwater BC","Camassia quamash (Pursh) Greene subsp. quamash","2011-0882.01","","41161/0-5722-2011","","","W",1,"","",NA,"2018-08-10","O","Planting","2011-0882","UBC Botanical Garden",882,"","UBC","Camassia","Section 2","","90","Camassia","quamash","","quamash","subsp.","quamash","Camassia quamash"
"291","Carya cordiformis","Carya","Carya cordiformis",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","swamp hickory, bitternut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya cordiformis",2017,"Clayton","","","Tree","","","","","Thames Talbot Land Trust Property - Joany's Woods","seed",NA,NA,43.153149,-81.809943,"Canada","","Stormes, Ben","Carya cordiformis (Wangenh.) K.Koch","2017-0368.01","","","bjs.17.056","","W",1,"","Stormes, Ben",NA,"2020-06-05","P","Planting","2017-0368","UBC Botanical Garden",368,"bjs.17.056","UBC","Carya","","1","many","Carya","cordiformis","","","","","Carya cordiformis"
"292","Carya cordiformis","Carya","Carya cordiformis",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","swamp hickory, bitternut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya cordiformis",2017,"Kalm","","","Tree","","","","","Thames Talbot Land Trust Property - Joany's Woods","seed",NA,NA,43.153149,-81.809943,"Canada","","Stormes, Ben","Carya cordiformis (Wangenh.) K.Koch","2017-0368.03","","","bjs.17.056","","W",3,"","Stormes, Ben",NA,"2020-06-05","P","Planting","2017-0368","UBC Botanical Garden",368,"bjs.17.056","UBC","Carya","","1","many","Carya","cordiformis","","","","","Carya cordiformis"
"293","Carya cordiformis","Carya","Carya cordiformis",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","swamp hickory, bitternut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya cordiformis",2017,"Nursery","","","Tree","","","","","Thames Talbot Land Trust Property - Joany's Woods","seed",NA,NA,43.153149,-81.809943,"Canada","","Stormes, Ben","Carya cordiformis (Wangenh.) K.Koch","2017-0368.88","","","bjs.17.056","","W",88,"","Stormes, Ben",NA,"2020-06-12","PRO","Planting","2017-0368","UBC Botanical Garden",368,"bjs.17.056","UBC","Carya","","7","many","Carya","cordiformis","","","","","Carya cordiformis"
"294","Carya cordiformis","Carya","Carya cordiformis",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","swamp hickory, bitternut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya cordiformis",2017,"Clayton","","","Tree","","","","","Thames Talbot Land Trust Property - Joany's Woods","seed",NA,NA,43.153149,-81.809943,"Canada","","Stormes, Ben","Carya cordiformis (Wangenh.) K.Koch","2017-0368.02","","","bjs.17.056","","W",2,"","Stormes, Ben",NA,"2020-06-05","P","Planting","2017-0368","UBC Botanical Garden",368,"bjs.17.056","UBC","Carya","","1","many","Carya","cordiformis","","","","","Carya cordiformis"
"295","Carya glabra","Carya","Carya glabra",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","pignut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1B",1,"Secondary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya glabra",2006,"Lawson","","","Tree","","","","","Pinehurst Lake Conservation Area, Brant-on-the-Grand, Brant Co.","seed",NA,NA,NA,NA,"Canada","2006-0340.03","Univ. of Guelph Arboretum","Carya glabra (Mill.) Sweet","2006-0340.05","","38242/0-0125-2006","","","W",5,"","Fox, Sean",NA,"2020-01-09","O","Planting","2006-0340","UBC Botanical Garden",340,"","UBC","Carya","","1","15","Carya","glabra","","","","","Carya glabra"
"296","Carya glabra","Carya","Carya glabra",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","pignut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1B",1,"Secondary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya glabra",2006,"Lawson","","","Tree","","","","","Pinehurst Lake Conservation Area, Brant-on-the-Grand, Brant Co.","seed",NA,NA,NA,NA,"Canada","2006-0340.03","Univ. of Guelph Arboretum","Carya glabra (Mill.) Sweet","2006-0340.04","","38242/0-0125-2006","","","W",4,"","Fox, Sean",NA,"2020-01-09","O","Planting","2006-0340","UBC Botanical Garden",340,"","UBC","Carya","","1","15","Carya","glabra","","","","","Carya glabra"
"297","Carya glabra","Carya","Carya glabra",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","pignut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1B",1,"Secondary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya glabra",2019,"Nursery","","","Tree","","","","","South of Glen Morris on West Dumfries Road","seed",270,NA,43.24898,-80.371414,"Canada","","UBC Botanical Garden Field Collections, Vancouver, BC, Canada","Carya glabra (Mill.) Sweet","2019-1068.88","","","bjs.19.81","","W",88,"","Stormes, Ben",NA,"2020-06-15","PRO","Planting","2019-1068","UBC Botanical Garden",1068,"bjs.19.81","UBC","Carya","","8","","Carya","glabra","","","","","Carya glabra"
"298","Carya glabra","Carya","Carya glabra",NA,NA,"Pecan, Hickory",NA,"Y","Y","Y","pignut hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1B",1,"Secondary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya glabra",2006,"Lawson","","","Tree","","","","","Pinehurst Lake Conservation Area, Brant-on-the-Grand, Brant Co.","seed",NA,NA,NA,NA,"Canada","","Univ. of Guelph Arboretum","Carya glabra (Mill.) Sweet","2006-0340.03","","38242/0-0125-2006","","","W",3,"","Fox, Sean",NA,"2020-01-09","O","Planting","2006-0340","UBC Botanical Garden",340,"","UBC","Carya","","1","15","Carya","glabra","","","","","Carya glabra"
"299","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.03","","38243/0-5655-2006","","","W",3,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"300","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.05","","38243/0-5655-2006","","","W",5,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"301","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.04","","38243/0-5655-2006","","","W",4,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"302","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Bannister","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.01","","38243/0-5655-2006","","","W",1,"","Thibeault, Mark",NA,"2019-07-26","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"303","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.07","","38243/0-5655-2006","","","W",7,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"304","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Bannister","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.01","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.02","","38243/0-5655-2006","","","W",2,"","Thibeault, Mark",NA,"2019-07-26","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"305","Carya laciniosa","Carya","Carya laciniosa",NA,NA,"Pecan, Hickory",NA,"Y","Y","N","","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","","Carya laciniosa",2006,"Rafinesque","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","2006-0341.03","Essex Region Conservation Authority","Carya laciniosa (F.Michx.) Loudon","2006-0341.06","","38243/0-5655-2006","","","W",6,"","Thibeault, Mark",NA,"2020-01-22","O","Planting","2006-0341","UBC Botanical Garden",341,"","UBC","Carya","","1","12","Carya","laciniosa","","","","","Carya laciniosa"
"306","Carya ovata","Carya","Carya ovata",NA,NA,"Pecan, Hickory",NA,"N","Y","Y","shagbark hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya ovata",2017,"Nursery","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.88","","","bjs.17.065","","W",88,"","Stormes, Ben",NA,"2020-06-12","PRO","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","3","many","Carya","ovata","","","","","Carya ovata"
"307","Carya ovata","Carya","Carya ovata",NA,NA,"Pecan, Hickory",NA,"N","Y","Y","shagbark hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya ovata",2006,"Rafinesque","","","Tree","","","","","Lake Ontario shore, se Loyalist Twnshp, Lennox/Addington Co.","seed",NA,NA,NA,NA,"Canada","","Univ. of Guelph Arboretum","Carya ovata (Mill.) K.Koch","2006-0342.02","","38244/0-0125-2006","","","W",2,"","Fox, Sean",NA,"2020-01-23","O","Planting","2006-0342","UBC Botanical Garden",342,"","UBC","Carya","","1","10","Carya","ovata","","","","","Carya ovata"
"308","Carya ovata","Carya","Carya ovata",NA,NA,"Pecan, Hickory",NA,"N","Y","Y","shagbark hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya ovata",2017,"Winter Garden","","","Tree","","","","","Thames Talbot Land Trust Property - Hawk Cliff Woods","seed",NA,NA,42.669367,-81.171757,"Canada","2017-0377.88","Stormes, Ben","Carya ovata (Mill.) K.Koch","2017-0377.01","","","bjs.17.065","","W",1,"","Stormes, Ben",NA,"2020-12-07","P","Planting","2017-0377","UBC Botanical Garden",377,"bjs.17.065","UBC","Carya","","1","many","Carya","ovata","","","","","Carya ovata"
"309","Carya ovata","Carya","Carya ovata",NA,NA,"Pecan, Hickory",NA,"N","Y","Y","shagbark hickory; nuts","Y","Food","Materials",NA,"Nuts","Materials","",NA,"1A",1,"Primary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Kuhnlein and Turner 2020","Carya ovata",2006,"Tradescant","","","Tree","","","","","Essex County","seed",NA,NA,NA,NA,"Canada","","Essex Region Conservation Authority","Carya ovata (Mill.) K.Koch","2006-0343.01","","38245/0-5655-2006","","","W",1,"","",NA,"2020-02-04","O","Planting","2006-0343","UBC Botanical Garden",343,"","UBC","Carya","","1","12","Carya","ovata","","","","","Carya ovata"
"310","Celtis occidentalis","Celtis","Celtis occidentalis",NA,NA,"Hackberry",NA,"Y","N","Y","hackberry; fruit","Y","Cultural","Forest Resources",NA,"Ornamentals","Forest Resources","",NA,NA,NA,NA,"Graftstock","","","","","","","","","","Davidson 1995","GRIN-Global 2021","Kuhnlein and Turner 2020","Celtis occidentalis",2011,"Clayton","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.01","","40411/0-0065-2011","","","W",1,"","",NA,"2019-08-01","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10","Celtis","occidentalis","","","","","Celtis occidentalis"
"311","Celtis occidentalis","Celtis","Celtis occidentalis",NA,NA,"Hackberry",NA,"Y","N","Y","hackberry; fruit","Y","Cultural","Forest Resources",NA,"Ornamentals","Forest Resources","",NA,NA,NA,NA,"Graftstock","","","","","","","","","","Davidson 1995","GRIN-Global 2021","Kuhnlein and Turner 2020","Celtis occidentalis",2011,"Bartram","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.04","","40411/0-0065-2011","","","W",4,"","",NA,"2020-01-09","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10","Celtis","occidentalis","","","","","Celtis occidentalis"
"312","Celtis occidentalis","Celtis","Celtis occidentalis",NA,NA,"Hackberry",NA,"Y","N","Y","hackberry; fruit","Y","Cultural","Forest Resources",NA,"Ornamentals","Forest Resources","",NA,NA,NA,NA,"Graftstock","","","","","","","","","","Davidson 1995","GRIN-Global 2021","Kuhnlein and Turner 2020","Celtis occidentalis",2011,"Rafinesque","","","Shrub or Tree","","","","","Connecticut River Rt. 5, Holyoke, Hamden County","seed",40,NA,42.25,-72.616667,"United States of America","","Smith College Botanic Garden, Northampton, MA 01060, USA","Celtis occidentalis L.","2011-0132.02","","40411/0-0065-2011","","","W",2,"","",NA,"2020-01-23","O","Planting","2011-0132","UBC Botanical Garden",132,"","UBC","Celtis","","1","10","Celtis","occidentalis","","","","","Celtis occidentalis"
"313","Comarum palustre","Comarum","Comarum palustre",NA,NA,"Strawberry",NA,"Y","Y","Y","wild strawberry'","Y","Food","",NA,"Fruits","","",NA,"1C",1,"Tertiary","","","","","","","","","","","GRIN-Global 2021","GRIN-Global 2021","Khoury et al. 2020","Comarum palustre",1977,"Bog and adjacent pond","","","Herbaceous Perennial","","","Yellow-listed British Columbia","YW","Elkford,BC","plant",NA,NA,NA,NA,"Canada","","Rose, Allan A.","Comarum palustre L.","1977-0169.01","","14516/0-0284-1977","AAR.77675","","W",1,"","Rose, Allan A.",NA,"2016-05-01","O","Planting","1977-0169","UBC Botanical Garden",169,"AAR.77675","UBC","Comarum","","2","2","Comarum","palustre","","","","","Comarum palustre"
"314","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.05","","38686/0-0125-2007","","","W",5,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
"315","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.06","","38686/0-0125-2007","","","W",6,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
"316","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.02","","38686/0-0125-2007","","","W",2,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
"317","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.07","","38686/0-0125-2007","","","W",7,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
"318","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.09","","38686/0-0125-2007","","","W",9,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
"319","Cornus amomum subsp. obliqua","Cornus","Cornus amomum"," subsp.","obliqua","Dogwood",NA,"Y","N","Y","fruit","Y","Food","",NA,"Fruits","","",NA,NA,NA,NA,"","","","","","","","","","","Kuhnlein and Turner 2020","","Kuhnlein and Turner 2020","Cornus amomum subsp. obliqua",2007,"Bannister","","","Tree","","","","","shore of Lake Ontario, Loyalist twnshp, Lennox & Addington Co.","seed",NA,NA,NA,NA,"Canada","2007-0324.01","Univ. of Guelph Arboretum","Cornus amomum Mill. subsp. obliqua (Raf.) J.S.Wilson","2007-0324.04","","38686/0-0125-2007","","","W",4,"","",NA,"2019-07-26","O","Planting","2007-0324","UBC Botanical Garden",324,"","UBC","Cornus","","1","40","Cornus","amomum","","obliqua","subsp.","obliqua","Cornus amomum"
