SPECIES,PROVINCE,PROVENANCE,LOCALITY,latitude,longitude,GARDEN_CODE,INSTITUTION,total_accessions,total_accessions_BG_or_G,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,GENUS,FINEST_TAXON_RESOLUTION,CWR,WUS,WUS_NOTES,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,GRAFTSTOCK,ABIOTIC_TRAIT_2,ABIOTIC_TRAIT_3,BIOTIC_TRAIT_1,BIOTIC_TRAIT_2,FERTILITY_TRAIT,AGRONOMIC_TRAIT_1,AGRONOMIC_TRAIT_2,AGRONOMIC_TRAIT_3,PHENOLOGICAL_TRAIT,SOURCE_OF_TAXON,GENEPOOL__GRAFTSTOCK_TRAITS_SOURCE,WUS_SOURCE,total_CWRs_in_province,endemic_CWRs_in_province,total_WUS_in_province,endemic_WUS_in_province
Fragaria ananassa,British Columbia,NA,NA,49.0859789,-122.8740795,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.62085526,-122.5688859,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.95177289,-122.6134746,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.93665897,-122.1535225,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.18729493,-122.5778903,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.2074601,-122.256175,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.93924827,-121.999969,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.30094504,-122.4050708,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.54803912,-121.7436036,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.07795201,-122.8018779,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.2037611,-122.6299755,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.21879038,-122.4394514,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.64991745,-122.215851,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.47701898,-122.0400645,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.6604157,-122.7018663,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.56547704,-122.2792492,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.45215538,-122.642958,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.12318155,-122.2557361,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.97555372,-122.6286073,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.47676869,-122.6746901,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.39138123,-122.3133804,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.47683119,-122.5074676,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.32422341,-122.3718932,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.19090745,-122.4499833,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.06284284,-122.6053058,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.15466946,-122.7999187,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.99430787,-122.4485551,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.33739094,-122.0627019,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,48.96446394,-122.4350557,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,British Columbia,NA,NA,49.38779911,-122.5904947,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria ananassa,New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,69,1,56,0
Fragaria ananassa,Nova Scotia,NA,NA,44.67775422,-62.87687747,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Fragaria ananassa,Nova Scotia,NA,NA,45.04732928,-63.57872454,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Fragaria ananassa,Nova Scotia,NA,NA,44.99554271,-63.56717872,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Fragaria ananassa,Nova Scotia,NA,NA,44.65450211,-63.28583454,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,82,3,65,1
Fragaria ananassa,Ontario,NA,NA,43.53297111,-80.53606444,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Fragaria ananassa,Ontario,NA,NA,43.94702348,-80.37823997,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Fragaria ananassa,Ontario,NA,NA,43.98336305,-80.63054923,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Fragaria ananassa,Ontario,NA,NA,43.57970687,-80.78865918,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,137,13,91,5
Fragaria ananassa,Quebec,NA,NA,45.55848843,-73.04994103,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.41734205,-72.86942353,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.61237206,-72.87956847,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.29885416,-72.57866164,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.32419488,-73.12510187,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.53076248,-72.82199257,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.58531931,-73.11706556,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria ananassa,Quebec,NA,NA,45.23433196,-72.80458942,PGRC,G,890,886,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,N,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,,,,,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,112,2,86,2
Fragaria chiloensis,British Columbia,NA,NA,49.15310292,-122.4497858,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.02912869,-122.5041371,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.04050092,-122.6546609,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.33530097,-122.3840145,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.36286489,-122.5292282,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.22642706,-122.5977622,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.45962165,-122.4115505,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.17130429,-122.544165,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,48.91537112,-122.3304782,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.03767601,-122.3689213,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.2529196,-122.8002019,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.13368329,-122.5436503,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.3306366,-122.5626348,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.10722122,-122.3430399,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,48.791216,-122.4459988,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.20879779,-122.8195436,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.32933777,-122.8250521,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.18105866,-122.6688219,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,48.98501191,-122.4751753,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.2373439,-121.995529,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,48.90971908,-122.9109409,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.32197955,-122.0527819,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.48964553,-122.0927406,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.39956393,-122.5916741,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.62793855,-122.3178314,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.22066565,-122.6987715,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.18601358,-122.6436255,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.01567247,-122.4417502,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.09645973,-122.3037259,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.40272267,-122.2645502,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,49.07394299,-122.7944726,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
Fragaria chiloensis,British Columbia,NA,NA,48.87048676,-122.5726302,PGRC,G,334,320,Strawberry,Fragaria,N,Y,Y,strawberry; fruit,Y,Food,,NA,Fruits,,,NA,1,Primary,1A,,,,,,Gene Transfer (F),Crop Quality (AG),High Yield (AG),,,GRIN-Global 2021,GRIN-Global 2021,Kuhnlein and Turner 2020,138,46,104,36
