occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship
,Humulus lupulus var. neomexicanus,Humulus lupulus var. neomexicanus A.Nelson & Cockerell,3874420,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulus,Humulus lupulus,Humulus lupulus neomexicanus,A.Nelson & Cockerell
,Juglans cinerea,Juglans cinerea L.,3054352,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans cinerea,Juglans cinerea,L.
,Juglans nigra,Juglans nigra L.,3054357,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans nigra,Juglans nigra,L.
,Juniperus communis,Juniperus communis L.,2684709,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis,L.
,Juniperus communis var. charlottensis,Juniperus communis var. charlottensis R.P.Adams,2684758,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis charlottensis,R.P.Adams
,Juniperus communis var. depressa,Juniperus communis var. depressa Pursh,2684721,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis depressa,Pursh
,Juniperus communis var. megistocarpa,Juniperus communis var. megistocarpa Fernald & H.St.John,2684710,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis megistocarpa,Fernald & H.St.John
,Juniperus communis var. saxatilis,Juniperus communis var. saxatilis Pall.,2684743,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis saxatilis,Pall.
,Juniperus horizontalis,Juniperus horizontalis Moench,2684410,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus horizontalis,Juniperus horizontalis,Moench
,Juniperus maritima,Juniperus maritima R.P.Adams,2684807,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus scopulorum,Juniperus maritima,R.P.Adams
,Juniperus scopulorum,Juniperus scopulorum Sarg.,2684773,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus scopulorum,Juniperus scopulorum,Sarg.
,Kalmia microphylla,Kalmia microphylla (Hook.) A.Heller,2882998,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,Kalmia microphylla,Kalmia microphylla,A.Heller (Hook.)
,Kalmia microphylla var. microphylla,Kalmia microphylla var. microphylla,7223566,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,Kalmia microphylla,Kalmia microphylla microphylla,A.Heller (Hook.)
,Kalmia microphylla var. occidentalis,Kalmia microphylla var. occidentalis (Small) Ebinger,2883001,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,Kalmia microphylla,Kalmia microphylla occidentalis,Ebinger (Small)
,Lactuca pulchella,Lactuca pulchella (Pursh) DC.,3140419,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca pulchella,Lactuca pulchella,DC. (Pursh)
,Larix laricina,Larix laricina (Du Roi) K.Koch,2686231,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix laricina,Larix laricina,K.Koch (Du Roi)
,Larix lyallii,Larix lyallii Parl.,2686273,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix lyallii,Larix lyallii,Parl.
,Larix occidentalis,Larix occidentalis Nutt.,2686270,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix occidentalis,Larix occidentalis,Nutt.
,Lathyrus japonicus,Lathyrus japonicus Willd.,5356714,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus japonicus,Lathyrus japonicus,Willd.
,Lathyrus lanszwertii,Lathyrus lanszwertii Kellogg,5356432,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus lanszwertii,Lathyrus lanszwertii,Kellogg
,Lathyrus lanszwertii var. bijugatus,Lathyrus lanszwertii var. bijugatus (T.G.White) Broich,9296939,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus lanszwertii,Lathyrus lanszwertii bijugatus,Broich (T.G.White)
,Lathyrus littoralis,Lathyrus littoralis (Nutt.) Endl. ex Walp.,5356684,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus littoralis,Lathyrus littoralis,Endl. ex Walp. (Nutt.)
,Lathyrus nevadensis,Lathyrus nevadensis S.Watson,5356650,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus nevadensis,Lathyrus nevadensis,S.Watson
,Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis var. nevadensis,7478637,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus nevadensis,Lathyrus nevadensis nevadensis,S.Watson
,Lathyrus palustris,Lathyrus palustris L.,5356412,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus palustris,Lathyrus palustris,L.
,Lathyrus venosus,Lathyrus venosus Muhl. ex Willd.,5356511,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus venosus,Lathyrus venosus,Muhl. ex Willd.
,Lathyrus venosus var. intonsus,Lathyrus venosus var. intonsus Butters & H.St.John,5356585,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus venosus,Lathyrus venosus intonsus,Butters & H.St.John
,Leymus cinereus,Leymus cinereus (Scribn. & Merr.) Á.Löve,8385939,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus cinereus,Leymus cinereus,Á.Löve (Scribn. & Merr.)
,Leymus innovatus,Leymus innovatus (Beal) Pilg.,2706350,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus innovatus,Leymus innovatus,Pilg. (Beal)
,Leymus innovatus subsp. innovatus,Leymus innovatus subsp. innovatus,6068117,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus innovatus,Leymus innovatus innovatus,Pilg. (Beal)
,Leymus innovatus subsp. velutinus,Leymus innovatus subsp. velutinus (Bowden) Tzvelev,4130401,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus innovatus,Leymus innovatus velutinus,Tzvelev (Bowden)
,Leymus mollis,Leymus mollis (Trin.) Pilg.,2706373,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus mollis,Leymus mollis,Pilg. (Trin.)
,Leymus mollis subsp. mollis,Leymus mollis subsp. mollis,4270560,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus mollis,Leymus mollis mollis,Pilg. (Trin.)
,Leymus mollis subsp. villosissimus,Leymus mollis subsp. villosissimus (Scribn.) Á.Löve & D.Löve,7898130,EXACT,99,SYNONYM,SUBSPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus villosissimus,Leymus mollis villosissimus,Á.Löve & D.Löve (Scribn.)
,Leymus triticoides,Leymus triticoides (Buckley) Pilg.,2706379,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Leymus,Leymus triticoides,Leymus triticoides,Pilg. (Buckley)
,Lilium columbianum,Lilium columbianum Leichtlin,2753524,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Lilium,Lilium columbianum,Lilium columbianum,Leichtlin
,Linum lewisii,Linum lewisii Pursh,2873876,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum lewisii,Linum lewisii,Pursh
,Linum lewisii var. lepagei,Linum lewisii var. lepagei (B.Boivin) C.M.Rogers,6393471,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum lewisii,Linum lewisii lepagei,C.M.Rogers (B.Boivin)
,Linum lewisii var. lewisii,Linum lewisii var. lewisii,7095916,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum lewisii,Linum lewisii lewisii,
,Linum medium,Linum medium (Planch.) Britton ex Britton & A.Br.,2873936,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum medium,Linum medium,Britton ex Britton & A.Br. (Planch.)
,Linum medium var. medium,Linum medium var. medium,7226059,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum medium,Linum medium medium,
,Linum medium var. texanum,"Linum medium var. texanum A.Haines, 2010",10688811,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum medium,Linum medium texanum,"A.Haines, 2010"
,Linum perenne,Linum perenne L.,2873878,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum perenne,Linum perenne,L.
,Linum rigidum,Linum rigidum Pursh,2873856,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum rigidum,Linum rigidum,Pursh
,Linum rigidum var. rigidum,Linum rigidum var. rigidum,10428609,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum rigidum,Linum rigidum rigidum,Pursh
,Linum sulcatum,Linum sulcatum Riddell,2873909,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum sulcatum,Linum sulcatum,Riddell
,Linum virginianum,Linum virginianum L.,2873915,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,Linum virginianum,Linum virginianum,L.
,Lomatium ambiguum,Lomatium ambiguum (Nutt.) J.M.Coult. & Rose,3034327,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium ambiguum,Lomatium ambiguum,J.M.Coult. & Rose (Nutt.)
,Lomatium cous,Lomatium cous (S.Watson) J.M.Coult. & Rose,3034320,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium cous,Lomatium cous,J.M.Coult. & Rose (S.Watson)
,Lomatium dissectum,Lomatium dissectum (Nutt. ex Torr. & Gray) Mathias & Constance,3034268,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium dissectum,Lomatium dissectum,Mathias & Constance (Nutt. ex Torr. & Gray)
,Lomatium foeniculaceum,Lomatium foeniculaceum (Nutt.) J.M.Coult. & Rose,3034267,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium foeniculaceum,Lomatium foeniculaceum,J.M.Coult. & Rose (Nutt.)
,Lomatium foeniculaceum subsp. foeniculaceum,Lomatium foeniculaceum subsp. foeniculaceum,7224232,EXACT,100,ACCEPTED,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium foeniculaceum,Lomatium foeniculaceum foeniculaceum,
,Lomatium geyeri,Lomatium geyeri (S.Watson) J.M.Coult. & Rose,3034245,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium geyeri,Lomatium geyeri,J.M.Coult. & Rose (S.Watson)
,Lomatium macrocarpum,Lomatium macrocarpum (Hook. & Arn.) J.M.Coult. & Rose,3034329,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium macrocarpum,Lomatium macrocarpum,J.M.Coult. & Rose (Hook. & Arn.)
,Lomatium nudicaule,Lomatium nudicaule (Pursh) J.M.Coult. & Rose,3034279,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium nudicaule,Lomatium nudicaule,J.M.Coult. & Rose (Pursh)
,Lomatium triternatum,Lomatium triternatum (Pursh) J.M.Coult. & Rose,3034264,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium triternatum,Lomatium triternatum,J.M.Coult. & Rose (Pursh)
,Lomatium utriculatum,Lomatium utriculatum (Nutt. ex Torr. & Gray) J.M.Coult. & Rose,3034336,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Lomatium,Lomatium utriculatum,Lomatium utriculatum,J.M.Coult. & Rose (Nutt. ex Torr. & Gray)
,Lonicera ciliosa,Lonicera ciliosa (Pursh) Poir.,8135635,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera ciliosa,Lonicera ciliosa,Poir. (Pursh)
,Lonicera involucrata,Lonicera involucrata (Richards.) Banks ex Spreng.,5334253,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera involucrata,Lonicera involucrata,Banks ex Spreng. (Richards.)
,Lonicera involucrata var. involucrata,Lonicera involucrata var. involucrata,7222025,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera involucrata,Lonicera involucrata involucrata,
,Lonicera utahensis,Lonicera utahensis S.Watson,5334226,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera utahensis,Lonicera utahensis,S.Watson
,Lupinus littoralis,Lupinus littoralis Douglas ex Lindl.,2964727,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus littoralis,Lupinus littoralis,Douglas ex Lindl.
,Lupinus littoralis var. littoralis,Lupinus littoralis Douglas ex Lindl.,2964727,HIGHERRANK,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus littoralis,Lupinus littoralis,Douglas ex Lindl.
,Lupinus nootkatensis,Lupinus nootkatensis Donn ex Sims,2964525,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus nootkatensis,Lupinus nootkatensis,Donn ex Sims
,Lupinus nootkatensis var. fruiticosus,Lupinus nootkatensis var. fruticosus Sims,2964534,FUZZY,96,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus nootkatensis,Lupinus nootkatensis fruticosus,Sims
,Lupinus nootkatensis var. nootkatensis,Lupinus nootkatensis var. nootkatensis,2964526,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus nootkatensis,Lupinus nootkatensis nootkatensis,
,Lupinus polyphyllus,Lupinus polyphyllus Lindl.,2964355,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus polyphyllus,Lupinus polyphyllus,Lindl.
,Lupinus polyphyllus var. burkei,Lupinus polyphyllus var. burkei (S.Watson) C.L.Hitchc.,2964541,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus burkei,Lupinus polyphyllus burkei,C.L.Hitchc. (S.Watson)
,Lupinus polyphyllus var. humicola,Lupinus polyphyllus var. humicola (A.Nelson) Barneby,2964356,EXACT,99,SYNONYM,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus wyethii,Lupinus polyphyllus humicola,Barneby (A.Nelson)
,Lupinus polyphyllus var. polyphyllus,Lupinus polyphyllus var. polyphyllus,7067843,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus polyphyllus,Lupinus polyphyllus polyphyllus,
,Lysichiton americanus,Lysichiton americanus Hultén & H.St.John,2869311,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lysichiton,Lysichiton americanus,Lysichiton americanus,Hultén & H.St.John
,Magnolia acuminata,Magnolia acuminata (L.) L.,3153837,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia acuminata,Magnolia acuminata,L. (L.)
,Mahonia aquifolia,Mahonia aquifolium (Pursh) Nutt.,3033865,FUZZY,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia,Mahonia aquifolium,Mahonia aquifolium,Nutt. (Pursh)
,Mahonia nervosa,Mahonia nervosa (Pursh) Nutt.,3033875,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia,Mahonia nervosa,Mahonia nervosa,Nutt. (Pursh)
,Mahonia repens,Mahonia repens (Lindl.) G.Don,3033850,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Mahonia,Mahonia repens,Mahonia repens,G.Don (Lindl.)
,Maianthemum dilatatum,Maianthemum dilatatum (Alph.Wood) A.Nelson & J.F.Macbr.,2769435,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Maianthemum dilatatum,Maianthemum dilatatum,A.Nelson & J.F.Macbr. (Alph.Wood)
,Maianthemum racemosum,Maianthemum racemosum (L.) Link,2769457,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Maianthemum racemosum,Maianthemum racemosum,Link (L.)
,Maianthemum stellatum,Maianthemum stellatum (L.) Link,2769493,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Maianthemum,Maianthemum stellatum,Maianthemum stellatum,Link (L.)
,Malus coronaria,Malus coronaria (L.) Mill.,3001166,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus coronaria,Malus coronaria,Mill. (L.)
,Malus fusca,Malus fusca (Raf.) C.K.Schneid.,3001080,EXACT,99,SYNONYM,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sinomalus,Sinomalus fusca,Malus fusca,C.K.Schneid. (Raf.)
,Melica bulbosa,Melica bulbosa Porter & J.M.Coult.,2703112,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melica,Melica bulbosa,Melica bulbosa,Porter & J.M.Coult.
,Melica subulata,Melica subulata (Griseb.) Scribn.,2703098,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Melica,Melica subulata,Melica subulata,Scribn. (Griseb.)
,Mentha canadensis,Mentha canadensis L.,2927198,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha canadensis,Mentha canadensis,L.
,Micromeria douglasii,Micromeria douglasii Benth.,5606562,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria,Micromeria douglasii,Micromeria douglasii,Benth.
,Mitchella repens,Mitchella repens L.,5338762,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mitchella,Mitchella repens,Mitchella repens,L.
,Monarda fistulosa,Monarda fistulosa L.,5341411,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda fistulosa,Monarda fistulosa,L.
,Monarda fistulosa var. fistulosa,Monarda fistulosa var. fistulosa,7226106,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda fistulosa,Monarda fistulosa fistulosa,
,Monarda fistulosa var. menthifolia,Monarda fistulosa var. menthifolia (Graham) Fernald,5605437,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda fistulosa,Monarda fistulosa menthifolia,Fernald (Graham)
,Monarda fistulosa var. mollis,Monarda fistulosa var. mollis (L.) L.,7750598,EXACT,99,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda,Monarda fistulosa,Monarda fistulosa mollis,L. (L.)
,Monotropa uniflora,Monotropa uniflora L.,2888353,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Monotropa,Monotropa uniflora,Monotropa uniflora,L.
,Morella pensylvanica,Morella pensylvanica (Mirb.) Kartesz,3169001,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella pensylvanica,Morella pensylvanica,Kartesz (Mirb.)
,Morus rubra,Morus rubra L.,5361886,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus rubra,Morus rubra,L.
,Myrica gale,Myrica gale L.,5414202,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,Myrica,Myrica gale,Myrica gale,L.
,Nicotiana attenuata,Nicotiana attenuata Torr. ex S.Watson,2928765,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Nicotiana attenuata,Nicotiana attenuata,Torr. ex S.Watson
,Nuphar polysepala,Nuphar polysepalum Engelm.,7696337,FUZZY,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nuphar,Nuphar polysepalum,Nuphar polysepalum,Engelm.
,Nymphaea tetragona,Nymphaea tetragona Georgi,2882422,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,Nymphaea,Nymphaea tetragona,Nymphaea tetragona,Georgi
,Oemleria cerasiformis,Oemleria cerasiformis (Torr. & A.Gray) J.W.Landon,2988485,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Oemleria,Oemleria cerasiformis,Oemleria cerasiformis,J.W.Landon (Torr. & A.Gray)
,Oenanthe sarmentosa,Oenanthe sarmentosa C.Presl ex DC.,5371891,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Oenanthe,Oenanthe sarmentosa,Oenanthe sarmentosa,C.Presl ex DC.
,Oplopanax horridus,Oplopanax horridus (Sm.) Miq.,3036356,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Oplopanax,Oplopanax horridus,Oplopanax horridus,Miq. (Sm.)
,Opuntia fragilis,Opuntia fragilis (Nutt.) Haw.,5384113,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia fragilis,Opuntia fragilis,Haw. (Nutt.)
,Opuntia polyacantha,Opuntia polyacantha Haw.,5384095,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia polyacantha,Opuntia polyacantha,Haw.
,Opuntia polyacantha var. polyacantha,Opuntia polyacantha var. polyacantha,7219424,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Opuntia polyacantha,Opuntia polyacantha polyacantha,Haw.
,Oxybasis rubra,"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",7725469,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,Oxybasis rubra,Oxybasis rubra,"S.Fuentes, Uotila & Borsch (L.)"
,Oxybasis rubra var. humilis,Oxybasis rubra var. humilis (Hook.) Mosyakin,8414022,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,Oxybasis rubra,Oxybasis rubra humilis,Mosyakin (Hook.)
,Oxybasis rubra var. rubra,Oxybasis rubra var. rubra,8211406,EXACT,100,ACCEPTED,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Oxybasis,Oxybasis rubra,Oxybasis rubra rubra,
,Panax quinquefolius,Panax quinquefolius L.,5372246,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Panax,Panax quinquefolius,Panax quinquefolius,L.
,Panax trifolius,Panax trifolius L.,5372277,EXACT,100,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Panax,Panax trifolius,Panax trifolius,L.
,Panicum capillare,Panicum capillare L.,2705162,EXACT,99,ACCEPTED,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum capillare,Panicum capillare,L.
